configurationDescription,configurationSchema,data,description,documentationUrl,emptyConfiguration,flags,hasRun,hasUI,ico32,ico64,id,longDescription,name,type,uiOptions,uri
10,,"{u'required': [u'#s3_access_key_id', u'#s3_secret_access_key', u's3_bucket_name', u's3_remote_path', u's3_region', u'compress_output', u'append_datetime', u'datetime_position', u'datetime_format'], u'type': u'object', u'properties': {u'#s3_secret_access_key': {u'default': u'', u'minLength': 1, u'format': u'password', u'type': u'string', u'title': u'S3 Secret Access Key'}, u'datetime_format': {u'default': u'YYYYMMDD_HHmmss', u'minLength': 1, u'type': u'string', u'title': u'Datetime format'}, u's3_remote_path': {u'default': u'/kbc_upload', u'minLength': 1, u'type': u'string', u'title': u'S3 Remote Path'}, u's3_bucket_name': {u'default': u'', u'minLength': 1, u'type': u'string', u'title': u'S3 Bucket Name'}, u'compress_output': {u'default': False, u'enum': [False, True], u'type': u'boolean', u'title': u'Compress output (gzip)'}, u's3_region': {u'default': u'us-east-1', u'enum': [u'us-east-1', u'us-west-1', u'us-west-2', u'eu-west-1', u'eu-central-1', u'ap-northeast-1', u'ap-northeast-2', u'ap-southeast-1', u'ap-southeast-2', u'sa-east-1'], u'type': u'string', u'title': u'S3 Region'}, u'datetime_position': {u'default': u'prefix', u'enum': [u'prefix', u'postfix'], u'type': u'string', u'title': u'Datetime position'}, u'#s3_access_key_id': {u'default': u'', u'minLength': 1, u'format': u'password', u'type': u'string', u'title': u'S3 Access Key Id'}, u'append_datetime': {u'default': False, u'enum': [False, True], u'type': u'boolean', u'title': u'Append datetime'}}, u'title': u'Parameters'}","{u'definition': {u'tag': u'latest', u'type': u'dockerhub', u'uri': u'blueskydigital/keboola-wr-s3-docker'}, u'vendor': {u'contact': [u'Blue Sky Digital, LLC', u'7585 E. Redfield Rd.', u'Suite 209', u'Scottsdale AZ 85260', u'hello@bluesky.pro'], u'licenseUrl': u'https://github.com/blueskydigital/keboola-wr-s3/blob/master/LICENCE.md'}, u'configuration_format': u'json', u'memory': u'512m', u'process_timeout': 3600, u'cpu_shares': 1024}",Amazon Simple Storage Service is storage for the Internet.,https://github.com/blueskydigital/keboola-wr-s3/blob/master/README.md,{},"[3rdParty, appInfo.dataOut, genericDockerUI, genericDockerUI-tableInput, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/s3-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/s3-64-1.png,blueskydigital.wr-s3,,S3,writer,{},https://syrup.keboola.com/docker/blueskydigital.wr-s3
11,,"{u'required': [u'hostname', u'username', u'#password', u'protocol', u'remote_path', u'append_datetime', u'trust_unsecure_certificate'], u'type': u'object', u'properties': {u'username': {u'default': u'', u'minLength': 1, u'type': u'string', u'title': u'Username'}, u'trust_unsecure_certificate': {u'default': True, u'enum': [False, True], u'type': u'boolean', u'title': u'Trust unsecured certificate'}, u'protocol': {u'default': u'sftp', u'enum': [u'sftp', u'webdav'], u'type': u'string', u'title': u'Protocol'}, u'#password': {u'default': u'', u'minLength': 1, u'format': u'password', u'type': u'string', u'title': u'Password'}, u'hostname': {u'default': u'', u'minLength': 1, u'type': u'string', u'title': u'Hostname'}, u'remote_path': {u'default': u'/', u'minLength': 1, u'type': u'string', u'title': u'Remote path'}, u'append_datetime': {u'default': False, u'enum': [False, True], u'type': u'boolean', u'title': u'Append datetime'}}, u'title': u'Parameters'}","{u'definition': {u'tag': u'latest', u'type': u'dockerhub', u'uri': u'blueskydigital/keboola-wr-sftp-webdav-docker'}, u'vendor': {u'contact': [u'Blue Sky Digital, LLC', u'7585 E. Redfield Rd.', u'Suite 209', u'Scottsdale AZ 85260', u'hello@bluesky.pro'], u'licenseUrl': u'https://github.com/blueskydigital/keboola-wr-sftp-webdav/blob/master/LICENCE.md'}, u'configuration_format': u'json', u'memory': u'512m', u'process_timeout': 3600, u'cpu_shares': 1024}",A SFTP/WebDAV writer for KBC Storage objects,https://github.com/blueskydigital/keboola-wr-sftp-webdav/blob/master/README.md,{},"[3rdParty, appInfo.dataOut, genericDockerUI, genericDockerUI-tableInput, encrypt]",False,False,,,blueskydigital.wr-sftp-webdav,,SFTP/WebDAV,writer,{},https://syrup.keboola.com/docker/blueskydigital.wr-sftp-webdav
12,,{},"{u'vendor': {u'contact': [u'CleverAnalytics, s.r.o.', u'Vídeňská 101/119', u'Brno Czech Republic', u'info@cleveranalytics.com'], u'licenseUrl': u'http://www.cleveranalytics.com/'}, u'definition': {u'tag': u'latest', u'type': u'quayio', u'uri': u'cleveranalytics/can-docker-keboola-writer'}, u'process_timeout': 3600, u'configuration_format': u'json', u'memory': u'512m'}",CleverAnalytics allows you to visualize and analyse all of your business data directly on an interactive map.,https://bitbucket.org/clevermaps/can-docker-keboola-writer/src/HEAD/howToUseWriter.md,{},"[genericDockerUI, genericDockerUI-tableInput, 3rdParty, appInfo.dataOut, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/wr-clever-analytics-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/wr-clever-analytics-64-1.png,cleveranalytics.wr-clever-analytics,"# CleverAnalytics Writer #
This writer loads CSV files into CleverAnalytics. Thanks to it you can vizualize and analyze all geospatial data of your business data on an interactive map.

![alt CleverAnalytics Project sample](https://d3iz2gfan5zufq.cloudfront.net/images/components-desc/cleveranalytics.wr-clever-analytics-1.png ""CleverAnalytics Project sample"")

## How to start using it? ##
If you have already prepared a CleverAnalytics project, you can start loading data into it by adding the CleverAnalytics writer to your Keboola Connect Project. See the following sections describing CleverAnalytics writer configuration.

Do you need some CleverAnalytics project? Contact us on [info@cleveranalytics.com](mailto:info@cleveranalytics.com) and we will create a project for you. 

## I've just added the writer, how to setup it? ##
The writer is configured by JSON configuration and there is no intuitive UI yet, sorry for that.

There is a basic rule that one writer is processing just one table source. The writer reads data from mapped input table. Firstly, data is upload to CleverAnalytics platform and then integrated into one CleverAnalytics dataset.

### How to prepare data for CleverAnalytics? ###
The format of input table must match to the target CleverAnalytics dataset.",CleverAnalytics,writer,{},https://syrup.keboola.com/docker/cleveranalytics.wr-clever-analytics
13,,{},"{u'vendor': {u'contact': [u'DataBreakers s.r.o.', u'Nekázanka 881/9, Praha 1, 110 00', u'keboola@databreakers.com'], u'licenseUrl': u'https://github.com/DataBreakers/keboola-writer/blob/master/LICENCE'}, u'definition': {u'tag': u'latest', u'type': u'dockerhub', u'uri': u'databreakerscom/keboola-writer'}, u'process_timeout': 3600, u'configuration_format': u'json', u'memory': u'512m'}",Connector to your Data Sense,https://github.com/DataBreakers/keboola-writer-docker/blob/master/docs/docs.md,{},"[3rdParty, genericDockerUI, genericDockerUI-tableInput, appInfo.dataOut]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/databreakers.wr-databreaker-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/databreakers.wr-databreaker-64-1.png,databreakers.app-databreaker,"# DataBreaker recommendation module
This module uploads data into [DataBreaker](http://databreakers.com/) and can return valuable information which can be used to gain valuable insights on your customers’ behavior, 
improve turnover, improve response rates and increase service quality.

## Why personalization?
There are 3 main levels at which you can communicate with your customers – Mass communication, segmented communication and personalized communication. 
The closer you are to the actual customer more effective communication is because it targets his/her needs on a level of individual person not just
your whole user base or some segment.

## Use cases

### Item recommendations – similar items
This writer can be used to get most similar (frequently bought together) products for each of your product. Then you can use those results to 
create cached recommendations for your site and refresh those recommendations using this writer in given interval (once per day for example).
This alone can improve your web page increasing Turnover, CTR and user comfort in one package.

### User recommendations - newsletter
DataBreaker writer can return personalized recommendation for each user which can be used for example to generate personalized newsletters
and offers. This will improve response rate of your campaigns and customer communication quality overall creating win/win situation for you 
and your customers. 

### Data insights
You can also use DataBreaker output as powerful processing method to convert your data into valuable information and use it in your analytics or
during your own data mining/data enrichment process.

## What data we need and why?
Base model of DataBreaker consists of 3 entities:

### Items (products)
Items have their attributes and those attributes are analyzed by our natural language processing and text mining methods to compute similarity of
those items. Attributes can be completely custom but most common attributes are: *title*, *description*, *categories* and *price*.

### Users
For user we need only his/her identifier, no personal information required and user can be completely anonymous.

### Interactions
Interactions between users and items, for purpose of this writer, purchase history is the main source of interactions (for real-time 
deployment we collect user behavior on the web and many more). Models working with interactions are linking similarly behaving users
to find out relations between your products (for example frequently bought together).

## Want more?
This is only a taste what we can do.

Recommendation engine of DataBreaker is designed to work fully real-time integrated into your web page, mobile app or email
management system providing intelligence into all areas of business.

### Other products focuses on:
Look-alike modeling and data enrichment (find out more (demographics, intention to buy, etc.) about your customers from their behavior)

Automated social campaign management - DataBreaker can automatically spend your resources most efficient way picking what to promote,
at what time, selecting target audience and other settings. Just connect your Facebook account, set budget and enjoy.

Predictions - Do you want to know what is going to happen? What customers are going to leave you? Who to target with your marketing campaign
or new product? Clues to this and to many more are hidden in your data and we can put them together to give you the answers not only for
those but also to questions you didn't even know you can get answers to.

For more functionalities or product info please contact [nikol.honova@databreakers](mailto:nikol.honova@databreakers).
For help with the use cases, feature requests, bug reporting and technical support contact [jan.cerny@databreakers.com](mailto:jan.cerny@databreakers.com).",DataBreaker,application,{},https://syrup.keboola.com/docker/databreakers.app-databreaker
14,,{},"{u'vendor': {u'contact': [u'DataBreakers s.r.o.', u'Nekázanka 881/9, Praha 1, 110 00', u'keboola@databreakers.com'], u'licenseUrl': u'https://github.com/DataBreakers/keboola-writer/blob/master/LICENCE'}, u'definition': {u'tag': u'latest', u'type': u'dockerhub', u'uri': u'databreakerscom/keboola-writer'}, u'process_timeout': 3600, u'configuration_format': u'json', u'memory': u'512m'}",Connector to your Data Sense,https://github.com/DataBreakers/keboola-writer-docker/blob/master/docs/docs.md,{},"[3rdParty, genericDockerUI, genericDockerUI-tableInput, appInfo.dataOut, excludeFromNewList]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/databreakers.wr-databreaker-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/databreakers.wr-databreaker-64-1.png,databreakers.wr-databreaker,"# DataBreaker recommendation module
This module uploads data into [DataBreaker](http://databreakers.com/) and can return valuable information which can be used to gain valuable insights on your customers’ behavior, 
improve turnover, improve response rates and increase service quality.

## Why personalization?
There are 3 main levels at which you can communicate with your customers – Mass communication, segmented communication and personalized communication. 
The closer you are to the actual customer more effective communication is because it targets his/her needs on a level of individual person not just
your whole user base or some segment.

## Use cases

### Item recommendations – similar items
This writer can be used to get most similar (frequently bought together) products for each of your product. Then you can use those results to 
create cached recommendations for your site and refresh those recommendations using this writer in given interval (once per day for example).
This alone can improve your web page increasing Turnover, CTR and user comfort in one package.

### User recommendations - newsletter
DataBreaker writer can return personalized recommendation for each user which can be used for example to generate personalized newsletters
and offers. This will improve response rate of your campaigns and customer communication quality overall creating win/win situation for you 
and your customers. 

### Data insights
You can also use DataBreaker output as powerful processing method to convert your data into valuable information and use it in your analytics or
during your own data mining/data enrichment process.

## What data we need and why?
Base model of DataBreaker consists of 3 entities:

### Items (products)
Items have their attributes and those attributes are analyzed by our natural language processing and text mining methods to compute similarity of
those items. Attributes can be completely custom but most common attributes are: *title*, *description*, *categories* and *price*.

### Users
For user we need only his/her identifier, no personal information required and user can be completely anonymous.

### Interactions
Interactions between users and items, for purpose of this writer, purchase history is the main source of interactions (for real-time 
deployment we collect user behavior on the web and many more). Models working with interactions are linking similarly behaving users
to find out relations between your products (for example frequently bought together).

## Want more?
This is only a taste what we can do.

Recommendation engine of DataBreaker is designed to work fully real-time integrated into your web page, mobile app or email
management system providing intelligence into all areas of business.

### Other products focuses on:
Look-alike modeling and data enrichment (find out more (demographics, intention to buy, etc.) about your customers from their behavior)

Automated social campaign management - DataBreaker can automatically spend your resources most efficient way picking what to promote,
at what time, selecting target audience and other settings. Just connect your Facebook account, set budget and enjoy.

Predictions - Do you want to know what is going to happen? What customers are going to leave you? Who to target with your marketing campaign
or new product? Clues to this and to many more are hidden in your data and we can put them together to give you the answers not only for
those but also to questions you didn't even know you can get answers to.

For more functionalities or product info please contact [nikol.honova@databreakers](mailto:nikol.honova@databreakers).
For help with the use cases, feature requests, bug reporting and technical support contact [jan.cerny@databreakers.com](mailto:jan.cerny@databreakers.com).",DataBreaker,writer,{},https://syrup.keboola.com/docker/databreakers.wr-databreaker
15,,{},"{u'vendor': {u'contact': [u'datamind s.r.o.', u'Starting to work with us is easy.', u'Just let us know at keboola@datamind.cz'], u'licenseUrl': u'http://http://www.datamind.cz//'}, u'definition': {u'build_options': {u'commands': [u'git clone -b {{version}} --depth 1 {{repository}} /home/ || (echo ""KBC::USER_ERR:Cannot access the Git repository {{repository}}, please verify its URL, credentials and version.KBC::USER_ERR"" && exit 1)'], u'entry_point': u'Rscript /home/main.R', u'parameters': [{u'type': u'string', u'name': u'version'}, {u'type': u'string', u'name': u'repository'}, {u'required': False, u'type': u'string', u'name': u'username'}, {u'required': False, u'type': u'string', u'name': u'#password'}], u'repository': {u'type': u'git', u'uri': u''}}, u'type': u'builder', u'uri': u'quay.io/keboola/docker-custom-r'}, u'process_timeout': 21600, u'configuration_format': u'json', u'memory': u'8192m'}",TBD,https://sites.google.com/a/keboola.com/wiki/home/keboola-connection/devel-space/integrating-with-kbc/custom-applications/custom-r-science-applications,{},"[genericDockerUI, genericDockerUI-tableInput, genericDockerUI-tableOutput, genericDockerUI-fileInput, genericDockerUI-runtime, excludeFromNewList, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/datamind-32px-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/datamind-64px-1.png,datamind.custom-r,,Data Mind,application,{},https://syrup.keboola.com/docker/datamind.custom-science-r
16,,{},"{u'vendor': {u'contact': [u'aLook Analytics', u'Starting to work with us is easy.', u'Just let us know at kbcapp@alookanalytics.com'], u'licenseUrl': u'http://www.alookanalytics.com/'}, u'definition': {u'build_options': {u'commands': [u'git clone -b ""1.0.4"" --depth 1 {{repository}} /home/ || (echo ""KBC::USER_ERR:Cannot access the Git repository {{repository}}, please verify its URL, credentials and version.KBC::USER_ERR"" && exit 1)'], u'cache': False, u'entry_point': u'Rscript /home/aLook_app_main.R', u'repository': {u'username': u'kbcapp', u'type': u'git', u'uri': u'https://bitbucket.org/alookanalytics/kbc.custom.app', u'#password': u'KBC::ComponentEncrypted==RKOecd0CYtHAhiYvVSvIzqJi7m/JLUYiYmlOvpFWR6XPLCXUczPA3r2RlelCtcwQwTBCxpKpaDvvzwnaecjKtg=='}}, u'type': u'builder', u'uri': u'quay.io/keboola/docker-custom-r'}, u'process_timeout': 21600, u'configuration_format': u'json', u'memory': u'8192m'}","Tailor-made predictive models (recommendation engines, propensity models and many more) in R",https://bitbucket.org/alookanalytics/kbc.custom.app.public/src/060fb753920bc36bda5a33ab93231bfc9ddf1f47/README.md?at=master&fileviewer=file-view-default,{},"[genericDockerUI, genericDockerUI-tableInput, genericDockerUI-tableOutput, genericDockerUI-fileInput, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/dca-alook-analytics-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/dca-alook-analytics-64-1.png,dca-alook-analytics,,aLook Analytics,application,{},https://syrup.keboola.com/docker/dca-alook-analytics
17,Configuration options should be provided to you by the application developer. Configuration must be entered in JSON format.,{},"{u'definition': {u'build_options': {u'commands': [u'git clone -b {{version}} --depth 1 {{repository}} /home/ || (echo ""KBC::USER_ERR:Cannot access the Git repository {{repository}}, please verify its URL, credentials and version.KBC::USER_ERR"" && exit 1)'], u'entry_point': u'python /home/main.py', u'parameters': [{u'type': u'string', u'name': u'version'}, {u'type': u'string', u'name': u'repository'}, {u'required': False, u'type': u'string', u'name': u'username'}, {u'required': False, u'type': u'string', u'name': u'#password'}, {u'required': False, u'type': u'string', u'name': u'network'}], u'repository': {u'type': u'git', u'uri': u''}}, u'type': u'builder', u'uri': u'quay.io/keboola/docker-custom-python:1.2.3'}, u'process_timeout': 21600, u'configuration_format': u'json', u'memory': u'8192m'}",Custom science Python,https://developers.keboola.com/extend/custom-science/python/,{},"[genericDockerUI, genericDockerUI-fileInput, genericDockerUI-runtime, genericDockerUI-tableInput, genericDockerUI-tableOutput, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/dca-custom-science-python-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/dca-custom-science-python-64-1.png,dca-custom-science-python,"Custom Science application allows you to plug-in an arbitrary code into your project. Use it to quickly implement any algorithms provided either by you, your IT department or a 3rd party contractor.

## How does it work
Find yourself a developer, send him the [link to specification](https://developers.keboola.com/extend/custom-science/), and probably some [sample data](https://help.keboola.com/storage/tokens/#using-limited-tokens). When he's done, he must tell you the address to his git **repository** and application **version** (and optionaly credentials to that repository). You can then configure this application and seamlessly use 3rd party algorithms in your KBC project. Configured Custom Science application can be used as part of orchestrations just as any other component, you can also have as many Custom Science configurations as you want.",Custom science Python,application,{},https://syrup.keboola.com/docker/dca-custom-science-python
18,Configuration options should be provided to you by the application developer. Configuration must be entered in JSON format.,{},"{u'definition': {u'build_options': {u'commands': [u'git clone -b {{version}} --depth 1 {{repository}} /home/ || (echo ""KBC::USER_ERR:Cannot access the Git repository {{repository}}, please verify its URL, credentials and version.KBC::USER_ERR"" && exit 1)'], u'entry_point': u'python /home/main.py', u'parameters': [{u'type': u'string', u'name': u'version'}, {u'type': u'string', u'name': u'repository'}, {u'required': False, u'type': u'string', u'name': u'username'}, {u'required': False, u'type': u'string', u'name': u'#password'}, {u'required': False, u'type': u'string', u'name': u'network'}], u'repository': {u'type': u'git', u'uri': u''}}, u'type': u'builder', u'uri': u'quay.io/keboola/docker-custom-python2:1.0.10'}, u'process_timeout': 21600, u'configuration_format': u'json', u'memory': u'8192m'}",Custom science Python,https://developers.keboola.com/extend/custom-science/python/,{},"[genericDockerUI, genericDockerUI-runtime, genericDockerUI-fileInput, genericDockerUI-tableInput, genericDockerUI-tableOutput, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/dca-custom-science-python2-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/dca-custom-science-python2-64-1.png,dca-custom-science-python2,"Custom Science application allows you to plug-in an arbitrary code into your project. Use it to quickly implement any algorithms provided either by you, your IT department or a 3rd party contractor.

## How does it work
Find yourself a developer, send him the [link to specification](https://developers.keboola.com/extend/custom-science/), and probably some [sample data](https://help.keboola.com/storage/tokens/#using-limited-tokens). When he's done, he must tell you the address to his git **repository** and application **version** (and optionaly credentials to that repository). You can then configure this application and seamlessly use 3rd party algorithms in your KBC project. Configured Custom Science application can be used as part of orchestrations just as any other component, you can also have as many Custom Science configurations as you want.",Custom science Python (v2.x),application,{},https://syrup.keboola.com/docker/dca-custom-science-python2
19,Configuration options should be provided to you by the application developer. Configuration must be entered in JSON format.,{},"{u'definition': {u'build_options': {u'commands': [u'git clone -b {{version}} --depth 1 {{repository}} /home/ || (echo ""KBC::USER_ERR:Cannot access the Git repository {{repository}}, please verify its URL, credentials and version.KBC::USER_ERR"" && exit 1)'], u'entry_point': u'Rscript /home/main.R', u'parameters': [{u'type': u'string', u'name': u'version'}, {u'type': u'string', u'name': u'repository'}, {u'required': False, u'type': u'string', u'name': u'username'}, {u'required': False, u'type': u'string', u'name': u'#password'}, {u'required': False, u'type': u'string', u'name': u'network'}], u'repository': {u'type': u'git', u'uri': u''}}, u'type': u'builder', u'uri': u'quay.io/keboola/docker-custom-r:1.0.6'}, u'process_timeout': 21600, u'configuration_format': u'json', u'memory': u'8192m'}",Custom science R,https://developers.keboola.com/extend/custom-science/r/,{},"[genericDockerUI, genericDockerUI-runtime, genericDockerUI-fileInput, genericDockerUI-tableInput, genericDockerUI-tableOutput, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/dca-custom-science-r-32-2.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/dca-custom-science-r-64-2.png,dca-custom-science-r,"Custom Science application allows you to plug-in an arbitrary code into your project. Use it to quickly implement any algorithms provided either by you, your IT department or a 3rd party contractor.

## How does it work
Find yourself a developer, send him the [link to specification](https://developers.keboola.com/extend/custom-science/), and probably some [sample data](https://help.keboola.com/storage/tokens/#using-limited-tokens). When he's done, he must tell you the address to his git **repository** and application **version** (and optionaly credentials to that repository). You can then configure this application and seamlessly use 3rd party algorithms in your KBC project. Configured Custom Science application can be used as part of orchestrations just as any other component, you can also have as many Custom Science configurations as you want.",Custom science R,application,{},https://syrup.keboola.com/docker/dca-custom-science-r
20,,{},"{u'definition': {u'build_options': {u'commands': [u'git clone -b {{impersonate}} --depth 1 {{repository}} /home/'], u'entry_point': u'Rscript /home/script.R', u'parameters': [{u'values': [u'pontius-pilate', u'biggus-dickus'], u'type': u'enumeration', u'name': u'impersonate'}], u'repository': {u'type': u'git', u'uri': u'https://github.com/keboola/r-custom-application-example-branch'}}, u'tag': u'1.0.0', u'type': u'builder', u'uri': u'quay.io/keboola/docker-custom-r'}, u'memory': u'8192m', u'configuration_format': u'yaml', u'process_timeout': 21600}",Custom application example working with repository branches,https://github.com/keboola/r-custom-application-example-branch/blob/master/README.md,{},"[genericDockerUI, genericDockerUI-tableInput, genericDockerUI-tableOutput, excludeFromNewList]",False,False,,,dca-example-branch,,Custom R application branches,application,{},https://syrup.keboola.com/docker/dca-example-branch
21,,{},"{u'definition': {u'build_options': {u'commands': [u'git clone {{repository}} /home/'], u'version': u'0.0.2', u'entry_point': u'Rscript --verbose --vanilla /home/main.R', u'repository': {u'username': u'keboolaprivatetest', u'type': u'git', u'uri': u'https://keboolaprivatetest@bitbucket.org/keboolaprivatetest/r-custom-example-private.git', u'#password': u'KBC::ComponentEncrypted==q6Z1fv8QHWC2XGReAn5TYikKuKh1k3NQRsCen9piwqa3zh9Ej8BF40kO/XvBs+N/WCRKDa08jlp1kVnm3gHSjM0vRuKuMELFlMQe+WCB/AA='}}, u'type': u'builder', u'uri': u'quay.io/keboola/docker-custom-r'}, u'process_timeout': 21600, u'configuration_format': u'json', u'memory': u'8192m'}",Custom application example working with private repository,,{},"[genericDockerUI, genericDockerUI-tableOutput, excludeFromNewList, encrypt]",False,False,,,dca-example-private,,Custom application example private,application,{},https://syrup.keboola.com/docker/dca-example-private
22,,{},"{u'definition': {u'build_options': {u'commands': [u'git clone {{repository}} /home/', u'cd /home/', u'git checkout tags/0.0.1', u'/usr/local/bin/composer install', u'chmod uga+rwx /entrypoint.sh'], u'entry_point': u'/entrypoint.sh mysqld && service mysql start && php /home/console.php hierarchy:run --data=/data/', u'repository': {u'type': u'git', u'uri': u'https://github.com/keboola/php-custom-application-hierarchy.git'}}, u'type': u'builder', u'uri': u'keboola/docker-mysql-php-cli'}, u'memory': u'8192m', u'process_timeout': 21600, u'configuration_format': u'json'}",Application to reconstruct tree hierarchy,https://github.com/keboola/php-custom-application-hierarchy/blob/master/README.md,{},"[genericDockerUI, genericDockerUI-tableInput, genericDockerUI-tableOutput, excludeFromNewList]",False,False,,,dca-php-hierarchy,,Tree hierarchy reconstruction,application,{},https://syrup.keboola.com/docker/dca-php-hierarchy
23,,{},"{u'definition': {u'build_options': {u'commands': [u'git clone {{repository}} /home/'], u'version': u'0.0.2', u'entry_point': u'python /home/main.py', u'repository': {u'type': u'git', u'uri': u'https://github.com/keboola/python-custom-application-text-splitter'}}, u'type': u'builder', u'uri': u'quay.io/keboola/docker-custom-python:0.0.4'}, u'process_timeout': 21600, u'configuration_format': u'json', u'memory': u'8192m'}",Text splitter (Beta),https://github.com/keboola/python-custom-application-text-splitter/blob/master/README.md,{},"[genericDockerUI, genericDockerUI-tableInput, genericDockerUI-tableOutput, excludeFromNewList]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/dca-python-text-splitter-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/dca-python-text-splitter-64-1.png,dca-python-text-splitter,,Text splitter (beta),application,{},https://syrup.keboola.com/docker/dca-python-text-splitter
